place,rainfall,groundwater_refilled_total,groundwater_refilled_irrigated,groundwater_refilled_nonirrigated,groundwater_used_total,groundwater_used_nonirrigated,groundwater_status,land_irrigated,land_nonirrigated,land_total,year
silwani,1207.3,13185.37,0,13185.37,8756.4,8756.4,safe,0,99600,128900,2021
isagarh,926,9325.61,291.57,9034.04,6638.91,6482.27,semi_critical,3435,103680,107115,2021
chachaura,1082,19729.64,1239.09,18490.55,12372.56,12004.14,safe,5417,112815,119318,2021
karahal,799.2,11373.82,0,11373.82,6473.34,6473.34,safe,0,227180,228700,2021
balaghat,1471.6,10501.13,2237.26,8263.87,2339.86,2121.99,safe,18890,103066,122219,2021
depalpur,976.8,18746.91,573.64,18173.27,24144.18,23838.38,over_exploited,1832,99127,104200,2021
baihar,1471.6,9280.59,0,9280.59,441.88,441.88,safe,0,127451,129160,2021
lakhnadon,1323.6,14857.79,0,14857.79,5177.37,5177.37,safe,0,154480,170400,2021
katangi,1471.6,6054.6,1141.82,4912.78,3072.47,2774.65,safe,11442,56237,69779,2021
timarni,1374.5,26812.53,19677.82,7134.71,4820.97,4232.52,safe,33500,65500,104000,2021
multai,1074.8,12899.45,1047.93,11851.52,9952.84,9760.74,semi_critical,4850,82250,108100,2021
jatara,943.6,11937.48,1670.62,10266.86,9532.45,8952.79,semi_critical,7646,89014,100860,2021
chhindwara,1139.25,10653.25,0,10653.25,9844.38,9844.38,critical,0,63516,68300,2021
harda,1374.5,13217.18,6297.39,6919.79,6341.53,5335.9,safe,45650,46000,105000,2021
susner,1036.1,9947.19,0,9947.19,9757.34,9757.34,over_exploited,0,59830,65423,2021
barwaha,782.9,20670.73,11130.97,9539.76,7868.17,6856.18,safe,35020,98260,147000,2021
garoth,753.7,16059.76,3719.05,12340.71,12167.6,9947.61,semi_critical,25843,87177,113020,2021
tendulheda,1176,3896.43,1757.23,2139.2,1823.4,1605.75,safe,13487,26513,95700,2021
katthiwara,836.2,2940.37,0,2940.37,1230.85,1230.85,safe,0,51600,63300,2021
gaurihar,1092.7,9002.45,3419.78,5582.67,2094.62,1749.87,safe,31119,59873,92152,2021
lahar,951,13528.61,7878.04,5650.57,4232.6,2936.07,safe,31112,34488,65600,2021
jaisinghnagar,1131.4,16962.77,0,16962.77,1593.1,1593.1,safe,0,135900,163900,2021
banda,1205,11329.27,543.16,10786.11,5940.98,5807.43,safe,3727,79403,95300,2021
gangev,1141.45,4407.98,1427.82,2980.16,2722.01,1926.69,safe,19423,39707,59130,2021
deori,1205,9421.35,1391.24,8030.11,5110.49,4959.28,safe,8997,77753,101400,2021
chhatarpur,1092.7,10308.28,1959.38,8348.9,6980.6,6652.7,semi_critical,15093,78296,105889,2021
sohagpur,1131.4,8441.79,0,8441.79,1901.65,1901.65,safe,0,75000,81000,2021
pandhana,951.65,17210.1,4925.47,12284.63,9556.48,9160.75,safe,18501,98499,127200,2021
chhegaon makhan,951.65,13320.94,684.93,12636.01,10270.02,10099.24,semi_critical,3555,82545,87000,2021
chicholi,1074.8,5529.23,339.75,5189.48,2677.47,2482.91,safe,1336,38514,49400,2021
kiphire,1074.1,184.38,0,184.38,10.67,10.67,safe,0,3576.2,113000,2021
zunheboto,2080.4,897.28,0,897.28,65.08,65.08,safe,0,8985.47,125500,2021
wokha,2166.76,14914.13,0,14914.13,185.58,185.58,safe,0,66920.62,162800,2021
kohima,1779.3,2413.89,0,2413.89,228.4,228.4,safe,0,28263.57,146300,2021
mon,1469.1,4337.66,0,4337.66,199.6,199.6,safe,0,61512.44,178600,2021
longleng,1879.5,1162.85,0,1162.85,13.96,13.96,safe,0,12889.62,56200,2021
phek,1295.1,703.02,0,703.02,40.67,40.67,safe,0,11309,202600,2021
mokokchung,2080.4,12488.29,0,12488.29,69.62,69.62,safe,0,55042.96,161500,2021
peren,1394.2,11190.23,0,11190.23,90.68,90.68,safe,0,63838.44,165100,2021
dimapur,1744.96,29246.42,0,29246.42,1048.2,1048.2,safe,0,63045.67,92700,2021
tuensang,2079.5,1010.48,0,1010.48,91.73,91.73,safe,0,10123.43,253600,2021
thingsulthliah,2352,313.17,0,313.17,17.51,17.51,safe,0,4161,73100,2021
bilkhawthlir,2199,1335.45,0,1335.45,23.05,23.05,safe,0,18978,51106,2021
chawngte,1949,1530.63,0,1530.63,31.37,31.37,safe,0,24542,69948,2021
khawzawl,1863,565.52,0,565.52,7.42,7.42,safe,0,9486,113287,2021
darlawn,2352,573.74,0,573.74,20.2,20.2,safe,0,7623,105043,2021
sangau,1949,111.08,0,111.08,8.06,8.06,safe,0,1781,47258,2021
lunglei,2299,724.65,0,724.65,63.57,63.57,safe,0,9850,108893,2021
reiek,2447,912.24,0,912.24,29.63,29.63,safe,0,11650,83627,2021
serchhip,1743,687.16,0,687.16,21.57,21.57,safe,0,12320,97659,2021
e lungdar,1743,214.52,0,214.52,28.67,28.67,safe,0,3846,44441,2021
tuipang,2371,636.87,0,636.87,11.78,11.78,safe,0,8394,96752,2021
phullen,2352,251.61,0,251.61,13.63,13.63,safe,0,3343,55890,2021
lawngtlai,1949,691.85,0,691.85,61.79,61.79,safe,0,11093,88293,2021
aibawk,2352,9.86,0,9.86,6.17,6.17,safe,0,131,55064,2021
champhai,1863,482.65,0,482.65,30.01,30.01,safe,0,8096,59080,2021
khawbung,1863,327.59,0,327.59,1.52,1.52,safe,0,5495,66535,2021
tlangnuam,2352,487.41,0,487.41,149.44,149.44,safe,0,6476,68503,2021
north thingdawl,2199,1445.14,0,1445.14,9.49,9.49,safe,0,20537,87094,2021
saiha,2371,171.93,0,171.93,30.3,30.3,safe,0,2266,43148,2021
west bunghmun,2299,1818.38,0,1818.38,27.6,27.6,safe,0,24717,114970,2021
west phaileng,2447,1602.03,0,1602.03,36.65,36.65,safe,0,20459,99578,2021
bungtlang south,1949,914.25,0,914.25,4.65,4.65,safe,0,14659,50201,2021
hnahthial,2299,388.07,0,388.07,61.67,61.67,safe,0,5275,94597,2021
lungsen,2299,2548.76,0,2548.76,49.48,49.48,safe,0,34645,137240,2021
zawlnuam,2447,3094.74,0,3094.74,37.69,37.69,safe,0,39522,117195,2021
ngopa,1863,333.61,0,333.61,7.74,7.74,safe,0,5596,79598,2021
tirap,3459.4,9227.65,0,9227.65,145.43,145.43,safe,0,12500,236200,2021
tawang,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,217200,2021
dibang valley,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,912900,2021
lower dibang valley,3507,88040.99,0,88040.99,259.07,259.07,safe,0,120000,390000,2021
west siang,2912.9,19321.54,0,19321.54,178.72,178.72,safe,0,10459,832500,2021
upper subansiri,1746.5,15158.41,0,15158.41,82.6,82.6,safe,0,700,703200,2021
lower subansiri,2136.9,5277.82,0,5277.82,107,107,safe,0,10135,350800,2021
east siang,4418.8,78237.56,0,78237.56,650.2,650.2,safe,0,110100,360300,2021
changlang,2599.5,77339.21,0,77339.21,448.26,448.26,safe,0,53000,466200,2021
upper siang,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,659000,2021
anjaw,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,619000,2021
lohit,3003.5,100903.46,0,100903.46,648.63,648.63,safe,0,200000,521200,2021
papum pare,3336.8,22845,0,22845,262.2,262.2,safe,0,17819,346200,2021
west kameng,2521.4,18893.17,0,18893.17,17.89,17.89,safe,0,6175,742200,2021
kurung kumey,0,6798.648846,3332.395709,3653.02512,3520.25239,2162.323751,hilly area,0,0,604000,2021
east kameng,2136.1,17301.32,0,17301.32,409.2,409.2,safe,0,31250,413400,2021
sonbarsa,1293.1,4864.26,0,4864.26,2289.82,2289.82,safe,0,17633,17633,2021
pranpur,1342.7,5980.87,0,5980.87,3376.25,3376.25,safe,0,15306,15306,2021
harlakhi,1293.3,5003.06,2054.02,2949.04,2306.13,420.91,safe,3189,11603,14792,2021
pothia,2090.6,16184.23,0,16184.23,3520.33,3520.33,safe,0,35445,35445,2021
paliganj,1074.8,8765.94,3753.47,5012.47,1954.66,1136.46,safe,5333,18442,23775,2021
chiraiya,1197.7,9993.97,7236.5,2757.47,2927.02,1000.26,safe,9883,10650,20533,2021
kudra,1126.3,8342.51,2461.57,5880.94,5389.65,3392.07,semi_critical,1419,19635,21054,2021
puraini,1392.7,4863.43,3155.51,1707.92,1850.1,1514.56,safe,4385,4313,8698,2021
sarairanjan,1192.3,5205.6,0,5205.6,3908.78,3908.78,semi_critical,0,14802,14802,2021
andharathari,1293.3,6113.11,2724.06,3389.05,1231.13,497.5,safe,2951.34,11858.66,14810,2021
sasaram,949.1,8903.97,3927.11,4976.86,2791.24,934.34,safe,6070,25603,32416,2021
piro,1051.5,9233.15,6182.14,3051.01,4506.31,542.16,safe,9175,12664,21839,2021
salkhua,1692.9,7044.3,1214.96,5829.34,1603.67,1189.58,safe,2362,15299,17661,2021
amdabad,1342.7,6393.4,0,6393.4,2099.02,2099.02,safe,0,18863,18863,2021
paroo,1154.5,10352.1,5455.03,4897.07,5208.6,3957.97,safe,7590.36,21561.64,29152,2021
parbatta,1233.9,8042.84,0,8042.84,4881.17,4881.17,safe,0,24104,24104,2021
runni saidpur,1293.1,8940.14,0,8940.14,4509.13,4509.13,safe,0,26315,26315,2021
lauriya,1472,9945.94,7305.5,2640.44,3145.5,2326.43,safe,11464,8890,20354,2021
garhpura,1090.7,1954.3,0,1954.3,1166.91,1166.91,safe,0,6135,6135,2021
nauhatta,1692.9,7035.91,1345.82,5690.09,1958.77,1454.47,safe,2336,14652,16988,2021
dumri katsari,1293.1,2867.35,1099.81,1767.54,1695.32,1018.44,safe,1844,4815,6659,2021
khagaria,1233.9,8589.57,0,8589.57,4979.55,4979.55,safe,0,26236,26236,2021
kasba,1598.2,9887.52,6518.37,3369.15,2773.05,2055.24,safe,8897,7900,16797,2021
bhagwanpur,1126.3,4284.67,3248.82,1035.85,1365.16,419.44,safe,5551,5475,23150,2021
dhaka,1197.7,7571.63,2699.86,4871.77,3723.96,1942.08,safe,1907,14999,16906,2021
tetiyabambar,1146.8,2750.96,39.08,2711.88,861.64,861.64,safe,0,10138,10138,2021
isuapur,1123.8,4808.97,3171.42,1637.55,2415.43,1957.77,safe,5708,4298,10006,2021
surajgarha,1146.8,9681.85,2040.36,7641.49,2195.94,1325,safe,2920,30625,38966,2021
sursand,1293.1,4528.85,0,4528.85,1155.11,1155.11,safe,0,14506,14506,2021
durgawati,1126.3,5950.26,2031.93,3918.33,2879.88,2214.74,safe,3736,13028,16764,2021
phenhara,1197.7,1775.51,0,1775.51,1044.2,1044.2,safe,0,5459,5459,2021
bhargama,1632.2,18493.14,14689.01,3804.13,7119.8,4644.36,safe,16910,6416,23326,2021
chenari,949.1,5951.76,2939.93,3011.83,1015.64,250.72,safe,5689,16554,24368,2021
pakaribarawan,1041.8,6330.99,1755.66,4575.33,2020.98,1551.42,safe,2394,17707,20101,2021
garhani,1051.5,3356.14,641.95,2714.19,1631.32,871.4,safe,400,10801,11201,2021
darbhanga,1123.6,5669.52,0,5669.52,3109.29,3109.29,safe,0,20612,20612,2021
rahika,1293.3,5949.07,2528.2,3420.87,1751.07,662.48,safe,2130,13343,15473,2021
akorhigola,949.1,4579.09,3301.39,1277.7,1422.88,641.62,safe,5420,5050,10470,2021
babubarhi,1293.3,8113.98,3294.52,4819.46,1880.68,1024.54,safe,2927.53,15986.47,18914,2021
riga,1293.1,3134.26,0,3134.26,1927.25,1927.25,safe,0,12914,12914,2021
ratni faridpur,936.6,3522.63,182.66,3339.97,3455.47,2997.08,over_exploited,427,12002,12429,2021
karpi,874.4,4734.06,994.44,3739.62,2228.15,1628.99,safe,2377.8,17115.2,19493,2021
suppi,1293.1,2006.32,0,2006.32,1157.7,1157.7,safe,0,8575,8575,2021
amour,1598.2,9153.22,0,9153.22,3770,3770,safe,0,24505,24505,2021
narpatganj,1632.2,21461.27,12621.23,8840.04,4048.18,4048.18,safe,11997,26174,38171,2021
sugauli,1197.7,8183.99,6220.4,1963.59,2879.45,2066.08,safe,11352,5373,16725,2021
hayaghat,1123.6,2445.92,0,2445.92,1249.51,1249.51,safe,0,8601,8601,2021
gaighat,1154.5,5471.86,0,5471.86,4376.38,4376.38,semi_critical,0,21020,21020,2021
mohiuddin nagar,1192.3,4341.64,73.52,4268.12,2490.91,2490.91,safe,0,12954,12954,2021
chapra sadar,1123.8,6573.11,2814.95,3758.16,2645.14,1583.55,safe,4999,13488,18487,2021
barsoi,1342.7,10448.7,16.13,10432.57,5684.85,5684.85,safe,0,27914,27914,2021
dagarua,1598.2,9532.81,2026.92,7505.89,4963.08,4271.76,safe,2900,18095,20995,2021
bachwara,1090.7,4605.64,0,4605.64,2981.4,2981.4,semi_critical,0,14472,14472,2021
dehri,949.1,6033.05,2426.11,3606.94,4381.64,3342.31,semi_critical,3814,12396,16210,2021
ramnagar,1472,9537.77,4498.37,5039.4,2278.75,572.97,safe,3736,18505,35498,2021
gamharia,1392.7,3970.7,3058.16,912.54,1760.73,1203.93,safe,5731,1924,7655,2021
bakhri,1090.7,2847.45,501.73,2345.72,1548.2,1022.35,safe,336.5,7382.5,7719,2021
bikramganj,949.1,6254.17,4945.77,1308.4,2360.5,818.61,safe,8845,4883,13728,2021
samho-akha-kurha,1090.7,1915.83,0,1915.83,579.34,579.34,safe,0,6578,6578,2021
jale,1123.6,5269.67,0,5269.67,2170.32,2170.32,safe,0,18679,18679,2021
daudnagar,974.9,10145.36,9986.86,158.5,1500.95,24.87,safe,19000,662,19662,2021
mahishi,1692.9,8940.2,1569.47,7370.73,1955.48,1310.95,safe,2834,19459,22293,2021
jamalpur,1146.8,3742.81,3741.37,1.44,614.26,2162.323751,safe,8545,0,8545,2021
dhanarua,1074.8,5961.93,29.92,5932.01,4685.8,4685.8,semi_critical,0,18555,18555,2021
dandari,1090.7,2194.97,23.4,2171.57,1069.52,1069.52,safe,0,7050,7050,2021
jagdishpur,1207.9,3374.7,719.89,2654.81,797.44,342.99,safe,1453,9540,10993,2021
adhaura,1126.3,3036.95,164.53,2872.42,194.73,194.73,safe,0,72249,92342,2021
shahpur,1051.5,4004.73,0,4004.73,2625.88,2625.88,semi_critical,0,15143,15143,2021
siswan,1135.4,4520.01,1639.01,2881,2824.67,1826.61,safe,2326.86,9252.14,11579,2021
paraiya,1003.9,4610.06,1494.38,3115.68,2429.82,1676.34,safe,2500,11690,14190,2021
bathnaha,1293.1,5226.95,0,5226.95,3349.47,3349.47,safe,0,19995,19995,2021
shivajinagar,1192.3,4544.57,0,4544.57,2652.75,2652.75,safe,0,13808,13808,2021
kumarkhand,1392.7,15431.87,12335.87,3096,6134.98,4149.36,safe,16696,8013,24709,2021
barbigha,1008.4,2756.01,186.39,2569.62,2314.97,1782.54,critical,262.4,9083.6,9346,2021
madhuban,1197.7,4747.8,1408.67,3339.13,2754.28,2165.83,safe,2729,9421,12150,2021
patna sadar,1074.8,1661.37,165.25,1496.12,1095.88,1095.88,semi_critical,0,4779,4779,2021
marhaura,1123.8,7759.32,5231.44,2527.88,3962.15,2957.04,safe,8695,6648,15343,2021
purnea,1598.2,12893.2,4608.91,8284.29,4244.64,3198.42,safe,4200,21527,25727,2021
mansahi,1342.7,3378.48,490.56,2887.92,1768.52,1496.88,safe,204,7610,7814,2021
belaganj,1003.9,6202.09,834.15,5367.94,4448.43,3647.73,semi_critical,1165,18630,19795,2021
govindpur,1041.8,3825.23,758.7,3066.53,1000.76,680.4,safe,1679,13674,15353,2021
forbesganj,1632.2,27402.99,24051.54,3351.45,4876.71,1755.9,safe,31137,11515,42652,2021
simri bakhtiyarpur,1692.9,9419.62,2211.72,7207.9,2372.35,1497.75,safe,2526,18859,21385,2021
manihari,1342.7,8728.6,0,8728.6,3700.72,3700.72,safe,0,25012,25012,2021
lalganj,1176.5,5066.52,917.51,4149.01,3627.34,2283.65,semi_critical,760,14272,15032,2021
hasanpura,1135.4,3858.38,1810.63,2047.75,1753.34,972.1,safe,1507.57,6982.43,8490,2021
phulwaria,1135.5,6062.82,4884.91,1177.91,2366.45,2023.34,safe,7560,1990,9550,2021
bind,1002.2,2161.9,336,1825.9,1449.42,1256.21,semi_critical,570,6690,7260,2021
patehri belsar,1176.5,7385.76,132.49,7253.27,2317.26,2317.26,safe,0,25657,25657,2021
ziradei,1135.4,6297.33,3835.26,2462.07,2585.12,1176.33,safe,4739.86,7963.14,12703,2021
giriyak,1002.2,3073.6,774.68,2298.92,2594.97,1993.09,critical,610,7483,8093,2021
basantpur,1135.4,2809.23,1622.81,1186.42,1420.67,661.09,safe,2221.55,3998.45,6220,2021
majhaulia,1472,11985.72,4793.54,7192.18,5269.25,4356.07,safe,6106,22509,28615,2021
katrisarai,1002.2,1328.15,434.18,893.97,709.74,579.38,safe,930,3297,4227,2021
karakat,949.1,6913.8,3400.67,3513.13,2427.18,304.39,safe,4312,16041,20353,2021
biraul,1123.6,5679.98,0,5679.98,3274.08,3274.08,safe,0,18443,18443,2021
ghanshyampur,1123.6,4268.65,1895.98,2372.67,1459.98,1044.76,safe,2590.22,7754.78,10345,2021
chautham,1233.9,5428.54,0,5428.54,2995.14,2995.14,safe,0,16397,16397,2021
rajnagar,1293.3,7309.63,1775.96,5533.67,4297.06,2493.41,safe,901,16991,17892,2021
nautan,1135.4,2999.21,1923.72,1075.49,1653.38,856.32,safe,2595.67,3866.33,6462,2021
madanpur,974.9,11634.21,8119.07,3515.14,2156.61,1200.29,safe,12999,13905,34954,2021
parwalpur,1002.2,1605.25,0,1605.25,1030.82,1030.82,semi_critical,0,6301,6301,2021
kusheswar asthan,1123.6,2301.98,0,2301.98,1158.79,1158.79,safe,0,11659,11659,2021
kutumba,974.9,11870.28,8652.41,3217.87,3145.6,1061.77,safe,12999,12962,25961,2021
rangra chowk,1207.9,3275.11,0,3275.11,738.88,738.88,safe,0,11994,11994,2021
bandra,1154.5,3336.81,0,3336.81,2346.6,2346.6,semi_critical,0,11049,11049,2021
guthani,1135.4,4115.97,2787.24,1328.73,2313.12,784.83,safe,3755.7,5415.3,9171,2021
ekma,1123.8,6995.67,3953.44,3042.23,3749.14,2708.1,safe,6031,9013,15044,2021
vijayipur,1135.5,5907.64,2300.06,3607.58,3140.84,2177.01,safe,3277,11484,14761,2021
kahara,1692.9,6449.26,1881.77,4567.49,2115.05,1420.34,safe,1686,11759,13445,2021
baisi,1598.2,7907.84,0,7907.84,3822.01,3822.01,safe,0,20463,20463,2021
sheosagar,949.1,12452.58,8263.14,4189.44,2419.34,484.62,safe,14289,18841,33130,2021
neemchak bathani,1003.9,3006.94,547.88,2459.06,309.9,0.54,safe,797.7,11050.3,11848,2021
chainpur,1126.3,11737.18,4940.24,6796.94,1886.65,1148.1,safe,10027,31300,45464,2021
birpur,1090.7,1650.04,0,1650.04,1144.71,1144.71,semi_critical,0,5164,5164,2021
mansoorchak,1090.7,1272.23,0,1272.23,740.89,740.89,safe,0,4132,4132,2021
asarganj,1146.8,2494.88,1705.75,789.13,707.46,461.52,safe,3400,2548,5948,2021
kahalgaon,1207.9,9509.9,839.66,8670.24,1811.08,749.52,safe,1170,32414,33584,2021
kusheswar asthan east,1123.6,2906.94,0,2906.94,954.36,954.36,safe,0,12124,12124,2021
terhagachh,2090.6,7233.34,0,7233.34,1780.12,1780.12,safe,0,19347,19347,2021
katoriya,974.9,11975.51,64.95,11910.56,1958.38,1376.59,safe,200,55857,56057,2021
srinagar,1598.2,8488.04,4949.51,3538.53,2115.8,1770.74,safe,5439,8782,14221,2021
barari,1342.7,12550.08,1120.89,11429.19,5721.57,4814.01,safe,933,31847,32780,2021
alinagar,1123.6,2122.01,0,2122.01,1101.09,1101.09,safe,0,9504,9504,2021
manjha,1135.5,6703.02,3288.93,3414.09,3399.54,2735.69,safe,3922,10224,14146,2021
dalsingsarai,1192.3,3416.53,0,3416.53,3018.75,3018.75,critical,0,9516,9516,2021
shahkund,1207.9,5822.54,1598.53,4224.01,2670.96,2152.62,safe,3592.66,13225.34,16818,2021
jehanabad,936.6,5146.77,1971.22,3175.55,3914.19,3037.23,semi_critical,5199,11053,16252,2021
kiratpur,1123.6,1716.03,0,1716.03,664.47,664.47,safe,0,6236,6236,2021
kadwa,1342.7,12510.47,0,12510.47,7025.35,7025.35,safe,0,33992,33992,2021
samastipur,1192.3,4610.74,21.21,4589.53,2873.65,2873.65,safe,0,14298,14298,2021
baniyapur,1123.8,8415.52,8415.52,0,824.18,2162.323751,safe,16993,0,16993,2021
aurai,1154.5,6056.23,727.04,5329.19,3717.57,2804.91,safe,1576,17901,19477,2021
andar,1135.4,4561.77,1914.61,2647.16,2323.37,1082.38,safe,2588.06,9237.94,11826,2021
patna urban,1074.8,2485.49,0,2485.49,2925.18,2925.18,over_exploited,0,10887,10887,2021
sangrampur,1197.7,5705.11,3341.55,2363.56,2602.26,1150.28,safe,5396,9370,14766,2021
sanhoula,1207.9,6131.69,1800.81,4330.88,1832.2,1359.36,safe,3549,13871,17420,2021
piprakothi,1197.7,2511.84,1759.86,751.98,1397.3,911.01,safe,2590,2292,4882,2021
tariyani,1293.1,5899.84,2246.54,3653.3,3492.73,2149.2,safe,3802,9878,13680,2021
imamganj,1003.9,6588.51,0,6588.51,2108.74,2108.74,safe,0,26418,26418,2021
bokhra,1293.1,2825.84,0,2825.84,1133.45,1133.45,safe,0,8601,8601,2021
sidhwalia,1135.5,5473.15,4494.17,978.98,1765.74,829.33,safe,7815,4197,12012,2021
kochas,949.1,8610.05,4640.76,3969.29,6130.35,3377.69,semi_critical,8027,13677,21704,2021
alamnagar,1392.7,7404.87,2959.97,4444.9,2973.37,2342.92,safe,4234,12886,17120,2021
barauni,1090.7,3787.84,0,3787.84,2313.06,2313.06,safe,0,12167,12167,2021
vaishali,1176.5,5385.67,2103.07,3282.6,3161.67,1807.33,safe,2768,9913,12681,2021
yogapatti,1472,10967.28,6628.67,4338.61,2644.92,1934.04,safe,9348,12546,21894,2021
kursakanta,1632.2,6344.2,0,6344.2,2531.86,2531.86,safe,0,16340,16340,2021
daraundha,1135.4,5955.39,3481.4,2473.99,3097.51,1841.29,safe,4827.02,7603.98,12431,2021
atri,1003.9,3197.63,0,3197.63,1262.24,1262.24,safe,0,13002,13002,2021
nagarnausa,1002.2,2462.26,0,2462.26,3513.27,3513.27,over_exploited,0,7530,7530,2021
adapur,1197.7,8639.26,7045.48,1593.78,3162.72,1464.21,safe,11400,3918,15318,2021
tekari,1003.9,7699.6,2006.26,5693.34,4686.25,3390.6,safe,3300,20196,23496,2021
banmankhi,1598.2,22419.94,14721.12,7698.82,4715.93,3420.01,safe,17320,19564,36884,2021
pipra,1273.8,11144.31,5771.97,5372.34,4471.02,3238.78,safe,3834.3,15916.7,19751,2021
raxaul,1197.7,6195.69,4659.03,1536.66,1822.73,1102.02,safe,7157,5980,13137,2021
bairiya,1472,10214.8,4700.43,5514.37,2467.51,1381.92,safe,6998,16351,23349,2021
kharik,1207.9,3709.67,0,3709.67,1446.29,1446.29,safe,0,13157,13157,2021
brahmpur,975.4,4921.87,306.49,4615.38,3027.3,3027.3,safe,0,18610,18610,2021
kesath,975.4,2690.2,2690.2,0,455.07,2162.323751,safe,3112,0,3112,2021
hulasgunj,936.6,3527.2,1407.5,2119.7,1943.43,872.87,safe,633,9080,9713,2021
purnahiya,1293.1,2478.04,856.03,1622.01,1030.39,742.77,safe,1798,4612,6410,2021
beldaur,1233.9,7283.62,0,7283.62,3681.04,3681.04,safe,0,22356,22356,2021
wazirganj,1003.9,7500.97,1505.86,5995.11,3110.72,2325.16,safe,2471,24093,26564,2021
pandaul,1293.3,5318.1,1366.28,3951.82,3135.7,1883.92,safe,56,16342,16398,2021
hanuman nagar,1123.6,3969.1,0,3969.1,1874.26,1874.26,safe,0,13979,13979,2021
thakaraha,1472,3167.09,0,3167.09,639.37,639.37,safe,0,14396,14396,2021
chausa,975.4,3847,1833.89,2013.11,1749.29,948.24,safe,2822,8188,11010,2021
khanpur,1192.3,4565.42,0,4565.42,2565.29,2565.29,safe,0,14104,14104,2021
jhanjharpur,1293.3,5319.45,1228.76,4090.69,2182.23,1125.49,safe,1122.75,13471.25,14594,2021
chakki,975.4,1569.58,0,1569.58,443.56,443.56,safe,0,7645,7645,2021
sultanganj,1207.9,6187.92,0,6187.92,1618.91,1618.91,safe,0,21924,21924,2021
sahebganj,1154.5,7158.66,2208.01,4950.65,4420.07,3539.42,safe,1274,17449,18723,2021
danapur,1074.8,3605.41,132.56,3472.85,2027.33,2027.33,safe,0,12446,12446,2021
haveli kharagpur,1146.8,7802.05,3320.6,4481.45,1963.77,1079.64,safe,7190,19674,30679,2021
khajauli,1293.3,5975.37,3393.63,2581.74,3349.73,2364.37,safe,5092,6323,11415,2021
bairgania,1293.1,1890.92,0,1890.92,1251.71,1251.71,safe,0,6706,6706,2021
rajpur,949.1,2480.83,1116.36,1364.47,981.59,11.91,safe,1130,5911,7041,2021
bihariganj,1392.7,6241.46,5505.78,735.68,2134.82,1621.62,safe,9652,916,10568,2021
dighalbank,2090.6,11246.67,0,11246.67,3352.77,3352.77,safe,0,25532,25532,2021
